,course_number,department,name,Days,Hour,Instructor,Room,Status,Unique
483,302,CH,PRINCIPLES OF CHEMISTRY II,MWF,12:00 p.m.-1:00 p.m.,"LABRAKE, C",WCH 1.120,waitlisted,49790
484,302,CH,PRINCIPLES OF CHEMISTRY II,TTH,12:30 p.m.-2:00 p.m.,"BIBERDORF, K",UTC 2.102A,waitlisted,49795
485,302,CH,PRINCIPLES OF CHEMISTRY II,MWF,1:00 p.m.-2:00 p.m.,"LABRAKE, C",WCH 1.120,waitlisted,49800
486,302,CH,PRINCIPLES OF CHEMISTRY II,TTH,2:00 p.m.-3:30 p.m.,"LAUDE, D",BUR 106,waitlisted,49805
487,302,CH,PRINCIPLES OF CHEMISTRY II,MWF|TH,12:00 p.m.-1:00 p.m.|2:00 p.m.-3:00 p.m.,"FAKHREDDINE, F",WEL 2.122|PAI 4.28,closed,49810
488,302,CH,PRINCIPLES OF CHEMISTRY II,MWF|TH,12:00 p.m.-1:00 p.m.|12:30 p.m.-1:30 p.m.,"FAKHREDDINE, F",WEL 2.122|PAI 4.28,closed,49815
489,302,CH,PRINCIPLES OF CHEMISTRY II,MWF|W,12:00 p.m.-1:00 p.m.|1:00 p.m.-2:00 p.m.,"FAKHREDDINE, F",WEL 2.122|PAI 4.28,closed,49820
490,302,CH,PRINCIPLES OF CHEMISTRY II,MWF|TH,12:00 p.m.-1:00 p.m.|3:00 p.m.-4:00 p.m.,"FAKHREDDINE, F",WEL 2.122|PAI 4.28,closed,49825
491,302,CH,PRINCIPLES OF CHEMISTRY II,MWF|TH,2:00 p.m.-3:00 p.m.|8:30 a.m.-9:30 a.m.,"FAKHREDDINE, F",WEL 2.122|PAI 4.28,closed,49830
492,302,CH,PRINCIPLES OF CHEMISTRY II,MWF|TH,2:00 p.m.-3:00 p.m.|10:00 a.m.-11:00 a.m.,"FAKHREDDINE, F",WEL 2.122|PAI 4.28,closed,49835
493,302,CH,PRINCIPLES OF CHEMISTRY II,MWF|TH,2:00 p.m.-3:00 p.m.|11:00 a.m.-12:00 p.m.,"FAKHREDDINE, F",WEL 2.122|PAI 4.28,closed,49840
494,302,CH,PRINCIPLES OF CHEMISTRY II,MWF|W,2:00 p.m.-3:00 p.m.|3:00 p.m.-4:00 p.m.,"FAKHREDDINE, F",WEL 2.122|PAI 4.28,closed,49845
495,302,CH,PRINCIPLES OF CHEMISTRY II,MWF|TH,9:00 a.m.-10:00 a.m.|12:30 p.m.-2:00 p.m.,"WALKER, D",UTC 3.112|WEL 2.110,open; restricted,49850
496,302,CH,PRINCIPLES OF CHEMISTRY II,MWF|T,10:00 a.m.-11:00 a.m.|12:30 p.m.-2:00 p.m.,"WALKER, D",UTC 3.112|WEL 2.110,open; restricted,49855
497,302H,CH,PRINCIPLES OF CHEM II: HONORS,TTH,11:00 a.m.-12:30 p.m.,"WEBB, L",JGB 2.218,open; restricted,49860
498,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"MISHLER, D",,open; restricted,49865
499,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"RIEDEL, T",,open; restricted,49870
500,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"BAGCHI, D",,open; restricted,49875
501,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"ILARDI, E",,open; restricted,49880
502,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"ZAMORA-OLIVARES, D",,open; restricted,49885
503,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"YANG, S",,open; restricted,49890
504,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"DYLLA, A",,open; restricted,49895
505,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"BECKHAM, J",,open; restricted,49900
506,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"SANDY, M",,open; restricted,49905
507,,,,,,,,,
508,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"DEPUE, L",,open; restricted,49910
509,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"MACKRELL, A",,open; restricted,49915
510,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"STOVALL, G",,open; restricted,49920
511,204,CH,INTRO TO CHEMICAL PRACT-FRI,,,"PALMER, G",,open; restricted,49925
512,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.130,waitlisted,49930
513,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.132,waitlisted,49935
514,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.134,waitlisted,49940
515,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.136,waitlisted,49945
516,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.146,waitlisted,49950
517,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.130,waitlisted,49955
518,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.132,waitlisted,49960
519,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.134,waitlisted,49965
520,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.136,waitlisted,49970
521,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.146,waitlisted,49975
522,204,CH,INTRO TO CHEMICAL PRACTICE,T|T,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.130,waitlisted; restricted,49980
523,204,CH,INTRO TO CHEMICAL PRACTICE,T|T,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.132,waitlisted,49985
524,204,CH,INTRO TO CHEMICAL PRACTICE,T|T,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.134,waitlisted,49990
525,204,CH,INTRO TO CHEMICAL PRACTICE,T|T,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.136,waitlisted,49995
526,204,CH,INTRO TO CHEMICAL PRACTICE,T|T,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.146,waitlisted,50000
527,204,CH,INTRO TO CHEMICAL PRACTICE,T|T,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.130,waitlisted,50005
528,204,CH,INTRO TO CHEMICAL PRACTICE,T|T,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.132,waitlisted,50010
529,204,CH,INTRO TO CHEMICAL PRACTICE,T|T,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.134,waitlisted,50015
530,204,CH,INTRO TO CHEMICAL PRACTICE,T|T,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.136,waitlisted,50020
531,204,CH,INTRO TO CHEMICAL PRACTICE,T|T,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.146,waitlisted,50025
532,204,CH,INTRO TO CHEMICAL PRACTICE,W|W,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.130,waitlisted,50030
533,204,CH,INTRO TO CHEMICAL PRACTICE,W|W,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.132,waitlisted,50035
534,204,CH,INTRO TO CHEMICAL PRACTICE,W|W,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.134,waitlisted,50040
535,204,CH,INTRO TO CHEMICAL PRACTICE,W|W,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.136,waitlisted,50045
536,204,CH,INTRO TO CHEMICAL PRACTICE,W|W,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.146,waitlisted,50050
537,204,CH,INTRO TO CHEMICAL PRACTICE,W|W,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.130,waitlisted,50055
538,,,,,,,,,
539,204,CH,INTRO TO CHEMICAL PRACTICE,W|W,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.132,waitlisted,50060
540,204,CH,INTRO TO CHEMICAL PRACTICE,W|W,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.134,waitlisted,50065
541,204,CH,INTRO TO CHEMICAL PRACTICE,W|W,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.136,waitlisted,50070
542,204,CH,INTRO TO CHEMICAL PRACTICE,W|W,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.146,waitlisted,50075
543,204,CH,INTRO TO CHEMICAL PRACTICE,TH|TH,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,GAR 0.102|WEL 5.130,waitlisted; restricted,50080
544,204,CH,INTRO TO CHEMICAL PRACTICE,TH|TH,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,GAR 0.102|WEL 5.132,waitlisted,50085
545,204,CH,INTRO TO CHEMICAL PRACTICE,TH|TH,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,GAR 0.102|WEL 5.134,waitlisted,50090
546,204,CH,INTRO TO CHEMICAL PRACTICE,TH|TH,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,GAR 0.102|WEL 5.136,waitlisted,50095
547,204,CH,INTRO TO CHEMICAL PRACTICE,TH|TH,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,GAR 0.102|WEL 5.146,waitlisted,50100
548,204,CH,INTRO TO CHEMICAL PRACTICE,TH|TH,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,GAR 0.102|WEL 5.130,waitlisted,50105
549,204,CH,INTRO TO CHEMICAL PRACTICE,TH|TH,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,GAR 0.102|WEL 5.132,waitlisted,50110
550,204,CH,INTRO TO CHEMICAL PRACTICE,TH|TH,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,GAR 0.102|WEL 5.134,waitlisted,50115
551,204,CH,INTRO TO CHEMICAL PRACTICE,TH|TH,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,GAR 0.102|WEL 5.136,waitlisted,50120
552,204,CH,INTRO TO CHEMICAL PRACTICE,TH|TH,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,GAR 0.102|WEL 5.146,waitlisted,50125
553,204,CH,INTRO TO CHEMICAL PRACTICE,F|F,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.130,waitlisted,50130
554,204,CH,INTRO TO CHEMICAL PRACTICE,F|F,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.132,waitlisted,50135
555,204,CH,INTRO TO CHEMICAL PRACTICE,F|F,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.134,open,50140
556,204,CH,INTRO TO CHEMICAL PRACTICE,F|F,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.136,open,50145
557,204,CH,INTRO TO CHEMICAL PRACTICE,F|F,8:00 a.m.-9:00 a.m.|9:00 a.m.-1:00 p.m.,,WEL 2.122|WEL 5.146,open,50150
558,204,CH,INTRO TO CHEMICAL PRACTICE,F|F,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.130,waitlisted,50155
559,204,CH,INTRO TO CHEMICAL PRACTICE,F|F,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.132,waitlisted,50160
560,204,CH,INTRO TO CHEMICAL PRACTICE,F|F,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.134,waitlisted,50165
561,204,CH,INTRO TO CHEMICAL PRACTICE,F|F,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.136,waitlisted,50170
562,204,CH,INTRO TO CHEMICAL PRACTICE,F|F,8:00 a.m.-9:00 a.m.|1:00 p.m.-5:00 p.m.,,WEL 2.122|WEL 5.146,waitlisted,50175
563,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.130,waitlisted,50180
564,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.132,waitlisted,50185
565,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.134,waitlisted,50190
566,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.136,waitlisted,50195
567,204,CH,INTRO TO CHEMICAL PRACTICE,M|M,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.146,waitlisted,50200
568,204,CH,INTRO TO CHEMICAL PRACTICE,M|T,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.130,waitlisted; restricted,50205
569,,,,,,,,,
570,204,CH,INTRO TO CHEMICAL PRACTICE,M|T,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.132,waitlisted,50210
571,204,CH,INTRO TO CHEMICAL PRACTICE,M|T,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.134,waitlisted,50215
572,204,CH,INTRO TO CHEMICAL PRACTICE,M|T,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.136,waitlisted,50220
573,204,CH,INTRO TO CHEMICAL PRACTICE,M|T,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.146,waitlisted,50225
574,204,CH,INTRO TO CHEMICAL PRACTICE,M|W,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.130,waitlisted,50230
575,204,CH,INTRO TO CHEMICAL PRACTICE,M|W,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.132,waitlisted,50235
576,204,CH,INTRO TO CHEMICAL PRACTICE,M|W,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.134,waitlisted,50240
577,204,CH,INTRO TO CHEMICAL PRACTICE,M|W,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.136,waitlisted,50245
578,204,CH,INTRO TO CHEMICAL PRACTICE,M|W,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.146,waitlisted,50250
579,204,CH,INTRO TO CHEMICAL PRACTICE,M|TH,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.130,waitlisted,50255
580,204,CH,INTRO TO CHEMICAL PRACTICE,M|TH,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.132,waitlisted,50260
581,204,CH,INTRO TO CHEMICAL PRACTICE,M|TH,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.134,waitlisted,50265
582,204,CH,INTRO TO CHEMICAL PRACTICE,M|TH,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.136,waitlisted,50270
583,204,CH,INTRO TO CHEMICAL PRACTICE,M|TH,1:00 p.m.-2:00 p.m.|5:00 p.m.-9:00 p.m.,,UTC 2.102A|WEL 5.146,waitlisted,50275
584,304K,CH,CHEMISTRY IN CONTEXT I,MWF,2:00 p.m.-3:00 p.m.,"SUTCLIFFE, S",BUR 106,open,50280
585,305,CH,CHEMISTRY IN CONTEXT II,TTH,3:30 p.m.-5:00 p.m.,"SUTCLIFFE, S",UTC 2.112A,open,50285
586,206K,CH,UNDERGRADUATE RESEARCH,,,,,open; restricted,50290
587,107,CH,HEALTH PROFESSIONS SEMINAR,F,2:00 p.m.-3:00 p.m.,"COLAPRET, J",ECJ 1.202,closed,50295
588,207K,CH,INTRO SCI OUTREACH IN ELEM SCH,,,"MILLER, M",,open,50300
589,108,CH,CONFERENCE COURSE,MW,5:00 p.m.-6:30 p.m.,"WEBB, L",CBA 4.342,open; restricted,50305
590,108,CH,CONFERENCE COURSE,MW,5:00 p.m.-6:30 p.m.,"WEBB, L",CBA 4.340,open; restricted,50307
591,317,CH,DESCRIPT INORG CHEM,M|TTH,10:00 a.m.-11:00 a.m.|9:00 a.m.-12:00 p.m.,"HUMPHREY, S",BUR 220|WEL 5.148,closed,50310
592,317,CH,DESCRIPT INORG CHEM,M|MW,10:00 a.m.-11:00 a.m.|1:00 p.m.-4:00 p.m.,"HUMPHREY, S",BUR 220|WEL 5.148,closed,50315
593,317,CH,DESCRIPT INORG CHEM,M|TTH,10:00 a.m.-11:00 a.m.|1:00 p.m.-4:00 p.m.,"HUMPHREY, S",BUR 220|WEL 5.148,open,50320
594,317,CH,DESCRIPT INORG CHEM,M|MW,10:00 a.m.-11:00 a.m.|5:00 p.m.-8:00 p.m.,"HUMPHREY, S",BUR 220|WEL 5.148,closed,50325
595,317,CH,DESCRIPT INORG CHEM,M|TTH,10:00 a.m.-11:00 a.m.|5:00 p.m.-8:00 p.m.,"HUMPHREY, S",BUR 220|WEL 5.148,open,50330
596,,,,,,,,,
597,220C,CH,ORGANIC CHEM LABORATORY-FRI,M,4:00 p.m.-5:00 p.m.,"METOLA, P",WEL 2.140,closed,50335
598,220C,CH,ORGANIC CHEM LABORATORY-FRI,,,"ILARDI, E",,open; restricted,50337
599,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.102,waitlisted,50340
600,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.124,open,50344
601,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.106,waitlisted,50345
602,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.110,waitlisted,50350
603,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.116,waitlisted,50355
604,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.102,open; restricted,50360
605,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.124,closed,50362
606,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.106,waitlisted,50365
607,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.126,waitlisted,50368
608,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.110,waitlisted,50370
609,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.116,waitlisted,50375
610,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.118,open; restricted,50380
611,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.102,waitlisted,50385
612,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.106,waitlisted,50390
613,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.110,waitlisted,50395
614,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.116,waitlisted,50400
615,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.118,waitlisted,50405
616,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.124,waitlisted,50410
617,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.118,open,50412
618,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|M,8:30 a.m.-9:30 a.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.126,waitlisted,50415
619,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|TH,5:00 p.m.-6:00 p.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.102,waitlisted,50420
620,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|TH,5:00 p.m.-6:00 p.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.106,waitlisted,50425
621,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|TH,5:00 p.m.-6:00 p.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.110,waitlisted,50430
622,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|TH,5:00 p.m.-6:00 p.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.116,waitlisted,50435
623,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.102,waitlisted; restricted,50440
624,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.106,waitlisted,50445
625,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.110,waitlisted,50450
626,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.116,waitlisted,50455
627,,,,,,,,,
628,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.118,waitlisted,50460
629,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.124,waitlisted,50465
630,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.126,waitlisted,50470
631,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.102,waitlisted; restricted,50475
632,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.106,waitlisted,50480
633,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.110,waitlisted,50485
634,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.116,waitlisted,50490
635,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|TH,5:00 p.m.-6:00 p.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.118,closed,50492
636,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.118,waitlisted,50495
637,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.124,waitlisted,50500
638,220C,CH,ORGANIC CHEMISTRY LABORATORY,M|W,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",WCH 1.120|NHB 1.126,waitlisted,50505
639,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|W,5:00 p.m.-6:00 p.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.102,waitlisted,50510
